Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,
-2.593e+01,0.16,0.24
-2.592e+01,-0.16,-0.16
-2.591e+01,0.16,0.24
-2.590e+01,-0.24,-0.08
-2.589e+01,0.08,0.24
-2.588e+01,-0.24,-0.16
-2.587e+01,0.16,0.24
-2.586e+01,-0.16,-0.16
-2.585e+01,0.16,0.16
-2.584e+01,-0.24,-0.16
-2.583e+01,0.16,0.24
-2.582e+01,-0.24,-0.16
-2.581e+01,0.16,0.24
-2.580e+01,-0.16,-0.08
-2.579e+01,0.16,0.24
-2.578e+01,-0.16,-0.16
-2.577e+01,0.16,0.24
-2.576e+01,-0.16,-0.16
-2.575e+01,0.08,0.24
-2.574e+01,-0.16,-0.16
-2.573e+01,0.16,0.24
-2.572e+01,-0.16,-0.16
-2.571e+01,0.16,0.24
-2.570e+01,-0.16,-0.16
-2.569e+01,0.16,0.24
-2.568e+01,-0.16,-0.16
-2.567e+01,0.08,0.24
-2.566e+01,-0.24,-0.16
-2.565e+01,0.16,0.24
-2.564e+01,-0.24,-0.08
-2.563e+01,0.08,0.24
-2.562e+01,-0.16,-0.16
-2.561e+01,0.08,0.24
-2.560e+01,-0.16,-0.16
-2.559e+01,0.16,0.24
-2.558e+01,-0.16,-0.16
-2.557e+01,0.08,0.24
-2.556e+01,-0.16,-0.16
-2.555e+01,0.16,0.24
-2.554e+01,-0.16,-0.08
-2.553e+01,0.08,0.24
-2.552e+01,-0.16,-0.16
-2.551e+01,0.08,0.24
-2.550e+01,-0.16,-0.08
-2.549e+01,0.08,0.24
-2.548e+01,-0.24,-0.16
-2.547e+01,0.08,0.24
-2.546e+01,-0.24,-0.16
-2.545e+01,0.16,0.24
-2.544e+01,-0.16,-0.08
-2.543e+01,0.08,0.24
-2.542e+01,-0.24,-0.16
-2.541e+01,0.08,0.24
-2.540e+01,-0.16,-0.16
-2.539e+01,0.08,0.24
-2.538e+01,-0.24,-0.16
-2.537e+01,0.16,0.24
-2.536e+01,-0.16,-0.08
-2.535e+01,0.08,0.24
-2.534e+01,-0.16,-0.08
-2.533e+01,0.08,0.24
-2.532e+01,-0.24,-0.16
-2.531e+01,0.08,0.24
-2.530e+01,-0.16,-0.08
-2.529e+01,0.16,0.24
-2.528e+01,-0.16,-0.08
-2.527e+01,0.16,0.24
-2.526e+01,-0.16,-0.16
-2.525e+01,0.08,0.24
-2.524e+01,-0.24,-0.16
-2.523e+01,0.08,0.24
-2.522e+01,-0.16,-0.08
-2.521e+01,0.16,0.24
-2.520e+01,-0.16,-0.16
-2.519e+01,0.16,0.24
-2.518e+01,-0.24,-0.08
-2.517e+01,0.08,0.24
-2.516e+01,-0.16,-0.08
-2.515e+01,0.08,0.24
-2.514e+01,-0.16,-0.16
-2.513e+01,0.16,0.24
-2.512e+01,-0.16,-0.16
-2.511e+01,0.16,0.24
-2.510e+01,-0.24,-0.16
-2.509e+01,0.08,0.24
-2.508e+01,-0.24,-0.16
-2.507e+01,0.08,0.24
-2.506e+01,-0.16,-0.16
-2.505e+01,0.08,0.24
-2.504e+01,-0.16,-0.08
-2.503e+01,0.16,0.24
-2.502e+01,-0.24,-0.16
-2.501e+01,0.08,0.24
-2.500e+01,-0.16,-0.16
-2.499e+01,0.08,0.24
-2.498e+01,-0.16,-0.08
-2.497e+01,0.08,0.24
-2.496e+01,-0.16,-0.16
-2.495e+01,0.16,0.24
-2.494e+01,-0.16,-0.16
-2.493e+01,0.16,0.24
-2.492e+01,-0.16,-0.08
-2.491e+01,0.16,0.24
-2.490e+01,-0.16,-0.16
-2.489e+01,0.16,0.24
-2.488e+01,-0.16,-0.16
-2.487e+01,0.16,0.24
-2.486e+01,-0.24,-0.16
-2.485e+01,0.16,0.24
-2.484e+01,-0.16,-0.16
-2.483e+01,0.16,0.24
-2.482e+01,-0.16,-0.16
-2.481e+01,0.08,0.24
-2.480e+01,-0.16,-0.08
-2.479e+01,0.16,0.24
-2.478e+01,-0.24,-0.16
-2.477e+01,0.16,0.24
-2.476e+01,-0.24,-0.08
-2.475e+01,0.16,0.24
-2.474e+01,-0.16,-0.16
-2.473e+01,0.16,0.24
-2.472e+01,-0.24,-0.08
-2.471e+01,0.08,0.24
-2.470e+01,-0.16,-0.16
-2.469e+01,0.08,0.24
-2.468e+01,-0.24,-0.16
-2.467e+01,0.08,0.24
-2.466e+01,-0.16,-0.08
-2.465e+01,0.08,0.24
-2.464e+01,-0.16,-0.16
-2.463e+01,0.08,0.24
-2.462e+01,-0.16,-0.08
-2.461e+01,0.08,0.24
-2.460e+01,-0.16,-0.16
-2.459e+01,0.16,0.24
-2.458e+01,-0.16,-0.16
-2.457e+01,0.16,0.24
-2.456e+01,-0.16,-0.16
-2.455e+01,0.16,0.24
-2.454e+01,-0.16,-0.16
-2.453e+01,0.16,0.24
-2.452e+01,-0.16,-0.16
-2.451e+01,0.08,0.24
-2.450e+01,-0.24,-0.16
-2.449e+01,0.08,0.24
-2.448e+01,-0.16,-0.08
-2.447e+01,0.08,0.24
-2.446e+01,-0.16,-0.08
-2.445e+01,0.16,0.24
-2.444e+01,-0.24,-0.16
-2.443e+01,0.08,0.24
-2.442e+01,-0.16,-0.08
-2.441e+01,0.16,0.24
-2.440e+01,-0.16,-0.08
-2.439e+01,0.08,0.24
-2.438e+01,-0.16,-0.16
-2.437e+01,0.08,0.24
-2.436e+01,-0.16,-0.16
-2.435e+01,0.08,0.24
-2.434e+01,-0.16,-0.16
-2.433e+01,0.16,0.24
-2.432e+01,-0.16,-0.08
-2.431e+01,0.08,0.24
-2.430e+01,-0.16,-0.16
-2.429e+01,0.16,0.24
-2.428e+01,-0.24,-0.08
-2.427e+01,0.08,0.24
-2.426e+01,-0.24,-0.08
-2.425e+01,0.08,0.24
-2.424e+01,-0.24,-0.16
-2.423e+01,0.08,0.24
-2.422e+01,-0.24,-0.16
-2.421e+01,0.16,0.16
-2.420e+01,-0.24,-0.08
-2.419e+01,0.08,0.16
-2.418e+01,-0.16,-0.16
-2.417e+01,0.16,0.24
-2.416e+01,-0.24,-0.16
-2.415e+01,0.16,0.24
-2.414e+01,-0.16,-0.16
-2.413e+01,0.16,0.24
-2.412e+01,-0.16,-0.16
-2.411e+01,0.08,0.24
-2.410e+01,-0.16,-0.16
-2.409e+01,0.16,0.24
-2.408e+01,-0.16,-0.16
-2.407e+01,0.16,0.24
-2.406e+01,-0.16,-0.16
-2.405e+01,0.16,0.24
-2.404e+01,-0.16,-0.16
-2.403e+01,0.08,0.24
-2.402e+01,-0.24,-0.16
-2.401e+01,0.16,0.24
-2.400e+01,-0.16,-0.16
-2.399e+01,0.16,0.24
-2.398e+01,-0.16,-0.16
-2.397e+01,0.16,0.24
-2.396e+01,-0.16,-0.16
-2.395e+01,0.08,0.24
-2.394e+01,-0.16,-0.16
-2.393e+01,0.16,0.24
-2.392e+01,-0.16,-0.16
-2.391e+01,0.16,0.24
-2.390e+01,-0.16,-0.16
-2.389e+01,0.08,0.24
-2.388e+01,-0.16,-0.08
-2.387e+01,0.16,0.24
-2.386e+01,-0.16,-0.16
-2.385e+01,0.08,0.16
-2.384e+01,-0.16,-0.08
-2.383e+01,0.16,0.24
-2.382e+01,-0.16,-0.08
-2.381e+01,0.08,0.24
-2.380e+01,-0.16,-0.08
-2.379e+01,0.16,0.24
-2.378e+01,-0.16,-0.08
-2.377e+01,0.08,0.24
-2.376e+01,-0.16,-0.08
-2.375e+01,0.08,0.24
-2.374e+01,-0.16,-0.16
-2.373e+01,0.08,0.24
-2.372e+01,-0.24,-0.16
-2.371e+01,0.08,0.24
-2.370e+01,-0.16,-0.16
-2.369e+01,0.16,0.24
-2.368e+01,-0.24,-0.16
-2.367e+01,0.08,0.24
-2.366e+01,-0.24,-0.08
-2.365e+01,0.08,0.24
-2.364e+01,-0.16,-0.16
-2.363e+01,0.16,0.24
-2.362e+01,-0.24,-0.16
-2.361e+01,0.08,0.24
-2.360e+01,-0.16,-0.16
-2.359e+01,0.16,0.24
-2.358e+01,-0.16,-0.16
-2.357e+01,0.16,0.24
-2.356e+01,-0.24,-0.08
-2.355e+01,0.08,0.24
-2.354e+01,-0.16,-0.08
-2.353e+01,0.08,0.16
-2.352e+01,-0.16,-0.08
-2.351e+01,0.16,0.24
-2.350e+01,-0.24,-0.16
-2.349e+01,0.16,0.24
-2.348e+01,-0.16,-0.16
-2.347e+01,0.08,0.24
-2.346e+01,-0.24,-0.08
-2.345e+01,0.16,0.24
-2.344e+01,-0.16,-0.16
-2.343e+01,0.08,0.24
-2.342e+01,-0.16,-0.08
-2.341e+01,0.16,0.24
-2.340e+01,-0.16,-0.08
-2.339e+01,0.16,0.24
-2.338e+01,-0.16,-0.08
-2.337e+01,0.08,0.24
-2.336e+01,-0.24,-0.08
-2.335e+01,0.16,0.24
-2.334e+01,-0.16,-0.08
-2.333e+01,0.08,0.24
-2.332e+01,-0.16,-0.16
-2.331e+01,0.08,0.24
-2.330e+01,-0.16,-0.08
-2.329e+01,0.16,0.24
-2.328e+01,-0.16,-0.08
-2.327e+01,0.16,0.24
-2.326e+01,-0.16,-0.16
-2.325e+01,0.16,0.24
-2.324e+01,-0.24,-0.08
-2.323e+01,0.16,0.24
-2.322e+01,-0.24,-0.16
-2.321e+01,0.08,0.24
-2.320e+01,-0.16,-0.16
-2.319e+01,0.16,0.24
-2.318e+01,-0.16,-0.16
-2.317e+01,0.16,0.24
-2.316e+01,-0.16,-0.16
-2.315e+01,0.08,0.24
-2.314e+01,-0.16,-0.16
-2.313e+01,0.08,0.24
-2.312e+01,-0.24,-0.08
-2.311e+01,0.16,0.16
-2.310e+01,-0.16,-0.08
-2.309e+01,0.16,0.24
-2.308e+01,-0.24,-0.16
-2.307e+01,0.16,0.24
-2.306e+01,-0.16,-0.16
-2.305e+01,0.16,0.24
-2.304e+01,-0.24,-0.08
-2.303e+01,0.08,0.24
-2.302e+01,-0.24,-0.08
-2.301e+01,0.08,0.24
-2.300e+01,-0.16,-0.08
-2.299e+01,0.16,0.24
-2.298e+01,-0.16,-0.16
-2.297e+01,0.16,0.24
-2.296e+01,-0.24,-0.16
-2.295e+01,0.16,0.24
-2.294e+01,-0.24,-0.16
-2.293e+01,0.16,0.24
-2.292e+01,-0.16,-0.16
-2.291e+01,0.08,0.24
-2.290e+01,-0.16,-0.08
-2.289e+01,0.16,0.24
-2.288e+01,-0.16,-0.16
-2.287e+01,0.16,0.24
-2.286e+01,-0.16,-0.16
-2.285e+01,0.16,0.24
-2.284e+01,-0.16,-0.16
-2.283e+01,0.08,0.24
-2.282e+01,-0.24,-0.08
-2.281e+01,0.08,0.24
-2.280e+01,-0.16,-0.16
-2.279e+01,0.16,0.24
-2.278e+01,-0.24,-0.08
-2.277e+01,0.08,0.24
-2.276e+01,-0.16,-0.08
-2.275e+01,0.16,0.24
-2.274e+01,-0.16,-0.08
-2.273e+01,0.16,0.24
-2.272e+01,-0.16,-0.08
-2.271e+01,0.16,0.24
-2.270e+01,-0.16,-0.16
-2.269e+01,0.16,0.16
-2.268e+01,-0.24,-0.16
-2.267e+01,0.08,0.24
-2.266e+01,-0.16,-0.16
-2.265e+01,0.08,0.24
-2.264e+01,-0.16,-0.08
-2.263e+01,0.16,0.24
-2.262e+01,-0.16,-0.16
-2.261e+01,0.08,0.24
-2.260e+01,-0.16,-0.16
-2.259e+01,0.08,0.24
-2.258e+01,-0.24,-0.16
-2.257e+01,0.08,0.24
-2.256e+01,-0.16,-0.16
-2.255e+01,0.16,0.24
-2.254e+01,-0.24,-0.08
-2.253e+01,0.08,0.24
-2.252e+01,-0.16,-0.16
-2.251e+01,0.08,0.24
-2.250e+01,-0.16,-0.16
-2.249e+01,0.08,0.24
-2.248e+01,-0.16,-0.08
-2.247e+01,0.08,0.24
-2.246e+01,-0.16,-0.16
-2.245e+01,0.16,0.24
-2.244e+01,-0.16,-0.08
-2.243e+01,0.16,0.24
-2.242e+01,-0.24,-0.16
-2.241e+01,0.16,0.24
-2.240e+01,-0.16,-0.16
-2.239e+01,0.08,0.24
-2.238e+01,-0.16,-0.08
-2.237e+01,0.16,0.16
-2.236e+01,-0.24,-0.08
-2.235e+01,0.16,0.24
-2.234e+01,-0.16,-0.16
-2.233e+01,0.16,0.16
-2.232e+01,-0.24,-0.16
-2.231e+01,0.16,0.16
-2.230e+01,-0.16,-0.08
-2.229e+01,0.16,0.24
-2.228e+01,-0.16,-0.08
-2.227e+01,0.16,0.24
-2.226e+01,-0.16,-0.16
-2.225e+01,0.08,0.16
-2.224e+01,-0.16,-0.16
-2.223e+01,0.16,0.24
-2.222e+01,-0.16,-0.08
-2.221e+01,0.16,0.24
-2.220e+01,-0.16,-0.16
-2.219e+01,0.16,0.24
-2.218e+01,-0.16,-0.08
-2.217e+01,0.08,0.24
-2.216e+01,-0.16,-0.08
-2.215e+01,0.16,0.24
-2.214e+01,-0.16,-0.08
-2.213e+01,0.16,0.24
-2.212e+01,-0.16,-0.16
-2.211e+01,0.16,0.24
-2.210e+01,-0.16,-0.08
-2.209e+01,0.08,0.24
-2.208e+01,-0.16,-0.16
-2.207e+01,0.16,0.24
-2.206e+01,-0.24,-0.16
-2.205e+01,0.08,0.24
-2.204e+01,-0.16,-0.08
-2.203e+01,0.16,0.24
-2.202e+01,-0.16,-0.16
-2.201e+01,0.16,0.24
-2.200e+01,-0.16,-0.16
-2.199e+01,0.16,0.24
-2.198e+01,-0.16,-0.08
-2.197e+01,0.16,0.24
-2.196e+01,-0.16,-0.16
-2.195e+01,0.16,0.24
-2.194e+01,-0.16,-0.08
-2.193e+01,0.08,0.24
-2.192e+01,-0.16,-0.08
-2.191e+01,0.16,0.24
-2.190e+01,-0.24,-0.08
-2.189e+01,0.16,0.24
-2.188e+01,-0.24,-0.08
-2.187e+01,0.08,0.24
-2.186e+01,-0.24,-0.16
-2.185e+01,0.16,0.24
-2.184e+01,-0.16,-0.08
-2.183e+01,0.16,0.24
-2.182e+01,-0.16,-0.16
-2.181e+01,0.16,0.24
-2.180e+01,-0.16,-0.08
-2.179e+01,0.16,0.24
-2.178e+01,-0.16,-0.08
-2.177e+01,0.16,0.24
-2.176e+01,-0.16,-0.16
-2.175e+01,0.16,0.24
-2.174e+01,-0.16,-0.08
-2.173e+01,0.08,0.24
-2.172e+01,-0.16,-0.16
-2.171e+01,0.16,0.24
-2.170e+01,-0.16,-0.16
-2.169e+01,0.16,0.24
-2.168e+01,-0.16,-0.08
-2.167e+01,0.16,0.24
-2.166e+01,-0.16,-0.16
-2.165e+01,0.08,0.24
-2.164e+01,-0.24,-0.16
-2.163e+01,0.16,0.16
-2.162e+01,-0.24,-0.16
-2.161e+01,0.16,0.24
-2.160e+01,-0.16,-0.08
-2.159e+01,0.08,0.24
-2.158e+01,-0.16,-0.16
-2.157e+01,0.16,0.24
-2.156e+01,-0.24,-0.16
-2.155e+01,0.16,0.16
-2.154e+01,-0.24,-0.16
-2.153e+01,0.16,0.24
-2.152e+01,-0.24,-0.16
-2.151e+01,0.16,0.24
-2.150e+01,-0.16,-0.16
-2.149e+01,0.08,0.24
-2.148e+01,-0.16,-0.16
-2.147e+01,0.08,0.24
-2.146e+01,-0.24,-0.16
-2.145e+01,0.08,0.24
-2.144e+01,-0.16,-0.16
-2.143e+01,0.16,0.24
-2.142e+01,-0.16,-0.08
-2.141e+01,0.16,0.24
-2.140e+01,-0.16,-0.16
-2.139e+01,0.08,0.24
-2.138e+01,-0.24,-0.16
-2.137e+01,0.16,0.24
-2.136e+01,-0.16,-0.16
-2.135e+01,0.08,0.24
-2.134e+01,-0.16,-0.16
-2.133e+01,0.16,0.24
-2.132e+01,-0.24,-0.16
-2.131e+01,0.08,0.24
-2.130e+01,-0.16,-0.08
-2.129e+01,0.16,0.24
-2.128e+01,-0.24,-0.16
-2.127e+01,0.08,0.24
-2.126e+01,-0.24,-0.16
-2.125e+01,0.16,0.24
-2.124e+01,-0.16,-0.16
-2.123e+01,0.16,0.24
-2.122e+01,-0.24,-0.08
-2.121e+01,0.08,0.24
-2.120e+01,-0.16,-0.16
-2.119e+01,0.08,0.24
-2.118e+01,-0.16,-0.16
-2.117e+01,0.16,0.24
-2.116e+01,-0.16,-0.08
-2.115e+01,0.08,0.24
-2.114e+01,-0.24,-0.08
-2.113e+01,0.16,0.24
-2.112e+01,-0.16,-0.08
-2.111e+01,0.08,0.24
-2.110e+01,-0.16,-0.16
-2.109e+01,0.08,0.24
-2.108e+01,-0.16,-0.16
-2.107e+01,0.16,0.24
-2.106e+01,-0.16,-0.16
-2.105e+01,0.08,0.24
-2.104e+01,-0.24,-0.08
-2.103e+01,0.08,0.24
-2.102e+01,-0.16,-0.08
-2.101e+01,0.16,0.16
-2.100e+01,-0.16,-0.08
-2.099e+01,0.16,0.16
-2.098e+01,-0.16,-0.08
-2.097e+01,0.16,0.24
-2.096e+01,-0.16,-0.16
-2.095e+01,0.16,0.24
-2.094e+01,-0.16,-0.08
-2.093e+01,0.08,0.24
-2.092e+01,-0.16,-0.16
-2.091e+01,0.16,0.24
-2.090e+01,-0.24,-0.16
-2.089e+01,0.16,0.24
-2.088e+01,-0.16,-0.16
-2.087e+01,0.16,0.24
-2.086e+01,-0.24,-0.08
-2.085e+01,0.16,0.24
-2.084e+01,-0.16,-0.16
-2.083e+01,0.16,0.24
-2.082e+01,-0.16,-0.16
-2.081e+01,0.16,0.24
-2.080e+01,-0.24,-0.08
-2.079e+01,0.16,0.24
-2.078e+01,-0.16,-0.16
-2.077e+01,0.08,0.24
-2.076e+01,-0.16,-0.16
-2.075e+01,0.16,0.24
-2.074e+01,-0.16,-0.16
-2.073e+01,0.08,0.24
-2.072e+01,-0.16,-0.08
-2.071e+01,0.16,0.24
-2.070e+01,-0.16,-0.16
-2.069e+01,0.08,0.24
-2.068e+01,-0.24,-0.08
-2.067e+01,0.08,0.24
-2.066e+01,-0.16,-0.16
-2.065e+01,0.16,0.24
-2.064e+01,-0.16,-0.16
-2.063e+01,0.08,0.24
-2.062e+01,-0.16,-0.16
-2.061e+01,0.16,0.24
-2.060e+01,-0.16,-0.16
-2.059e+01,0.08,0.24
-2.058e+01,-0.16,-0.16
-2.057e+01,0.16,0.24
-2.056e+01,-0.16,-0.08
-2.055e+01,0.08,0.24
-2.054e+01,-0.24,-0.16
-2.053e+01,0.16,0.24
-2.052e+01,-0.16,-0.16
-2.051e+01,0.08,0.24
-2.050e+01,-0.16,-0.16
-2.049e+01,0.08,0.24
-2.048e+01,-0.16,-0.08
-2.047e+01,0.16,0.24
-2.046e+01,-0.16,-0.16
-2.045e+01,0.08,0.24
-2.044e+01,-0.24,-0.16
-2.043e+01,0.16,0.24
-2.042e+01,-0.16,-0.16
-2.041e+01,0.08,0.24
-2.040e+01,-0.16,-0.16
-2.039e+01,0.16,0.24
-2.038e+01,-0.16,-0.16
-2.037e+01,0.16,0.24
-2.036e+01,-0.16,-0.16
-2.035e+01,0.08,0.24
-2.034e+01,-0.16,-0.16
-2.033e+01,0.08,0.24
-2.032e+01,-0.24,-0.08
-2.031e+01,0.16,0.24
-2.030e+01,-0.16,-0.16
-2.029e+01,0.16,0.24
-2.028e+01,-0.24,-0.16
-2.027e+01,0.08,0.24
-2.026e+01,-0.24,-0.08
-2.025e+01,0.16,0.24
-2.024e+01,-0.16,-0.16
-2.023e+01,0.08,0.24
-2.022e+01,-0.16,-0.16
-2.021e+01,0.16,0.24
-2.020e+01,-0.24,-0.16
-2.019e+01,0.08,0.24
-2.018e+01,-0.16,-0.08
-2.017e+01,0.16,0.24
-2.016e+01,-0.16,-0.16
-2.015e+01,0.08,0.24
-2.014e+01,-0.16,-0.08
-2.013e+01,0.08,0.24
-2.012e+01,-0.16,-0.16
-2.011e+01,0.16,0.24
-2.010e+01,-0.16,-0.16
-2.009e+01,0.16,0.24
-2.008e+01,-0.16,-0.16
-2.007e+01,0.16,0.24
-2.006e+01,-0.16,-0.08
-2.005e+01,0.08,0.24
-2.004e+01,-0.16,-0.08
-2.003e+01,0.16,0.24
-2.002e+01,-0.16,-0.08
-2.001e+01,0.16,0.24
-2.000e+01,-0.16,-0.08
-1.999e+01,0.16,0.24
-1.998e+01,-0.16,-0.16
-1.997e+01,0.08,0.24
-1.996e+01,-0.16,-0.16
-1.995e+01,0.16,0.24
-1.994e+01,-0.24,-0.16
-1.993e+01,0.16,0.24
-1.992e+01,-0.16,-0.08
-1.991e+01,0.16,0.24
-1.990e+01,-0.16,-0.16
-1.989e+01,0.16,0.24
-1.988e+01,-0.24,-0.16
-1.987e+01,0.08,0.24
-1.986e+01,-0.16,-0.08
-1.985e+01,0.16,0.24
-1.984e+01,-0.16,-0.08
-1.983e+01,0.16,0.24
-1.982e+01,-0.16,-0.16
-1.981e+01,0.16,0.24
-1.980e+01,-0.16,-0.08
-1.979e+01,0.16,0.24
-1.978e+01,-0.16,-0.16
-1.977e+01,0.08,0.24
-1.976e+01,-0.16,-0.16
-1.975e+01,0.08,0.24
-1.974e+01,-0.24,-0.16
-1.973e+01,0.08,0.24
-1.972e+01,-0.16,-0.16
-1.971e+01,0.08,0.24
-1.970e+01,-0.16,-0.16
-1.969e+01,0.16,0.24
-1.968e+01,-0.16,-0.08
-1.967e+01,0.16,0.24
-1.966e+01,-0.16,-0.08
-1.965e+01,0.08,0.24
-1.964e+01,-0.16,-0.16
-1.963e+01,0.08,0.24
-1.962e+01,-0.16,-0.16
-1.961e+01,0.16,0.24
-1.960e+01,-0.16,-0.16
-1.959e+01,0.16,0.24
-1.958e+01,-0.24,-0.16
-1.957e+01,0.16,0.24
-1.956e+01,-0.16,-0.16
-1.955e+01,0.16,0.24
-1.954e+01,-0.16,-0.16
-1.953e+01,0.08,0.24
-1.952e+01,-0.16,-0.08
-1.951e+01,0.16,0.24
-1.950e+01,-0.16,-0.16
-1.949e+01,0.08,0.24
-1.948e+01,-0.16,-0.16
-1.947e+01,0.16,0.24
-1.946e+01,-0.16,-0.16
-1.945e+01,0.16,0.24
-1.944e+01,-0.16,-0.16
-1.943e+01,0.16,0.24
-1.942e+01,-0.16,-0.08
-1.941e+01,0.16,0.24
-1.940e+01,-0.16,-0.16
-1.939e+01,0.16,0.24
-1.938e+01,-0.24,-0.16
-1.937e+01,0.16,0.24
-1.936e+01,-0.24,-0.16
-1.935e+01,0.16,0.24
-1.934e+01,-0.24,-0.08
-1.933e+01,0.16,0.24
-1.932e+01,-0.24,-0.16
-1.931e+01,0.16,0.24
-1.930e+01,-0.16,-0.16
-1.929e+01,0.16,0.24
-1.928e+01,-0.16,-0.08
-1.927e+01,0.16,0.24
-1.926e+01,-0.16,-0.08
-1.925e+01,0.16,0.24
-1.924e+01,-0.24,-0.08
-1.923e+01,0.08,0.24
-1.922e+01,-0.16,-0.16
-1.921e+01,0.08,0.24
-1.920e+01,-0.16,-0.16
-1.919e+01,0.08,0.24
-1.918e+01,-0.16,-0.08
-1.917e+01,0.08,0.24
-1.916e+01,-0.16,-0.16
-1.915e+01,0.16,0.24
-1.914e+01,-0.16,-0.16
-1.913e+01,0.16,0.24
-1.912e+01,-0.16,-0.16
-1.911e+01,0.16,0.24
-1.910e+01,-0.16,-0.16
-1.909e+01,0.08,0.24
-1.908e+01,-0.16,-0.08
-1.907e+01,0.16,0.24
-1.906e+01,-0.24,-0.16
-1.905e+01,0.08,0.24
-1.904e+01,-0.16,-0.16
-1.903e+01,0.16,0.16
-1.902e+01,-0.16,-0.08
-1.901e+01,0.16,0.24
-1.900e+01,-0.16,-0.16
-1.899e+01,0.08,0.24
-1.898e+01,-0.16,-0.16
-1.897e+01,0.08,0.24
-1.896e+01,-0.16,-0.08
-1.895e+01,0.08,0.24
-1.894e+01,-0.16,-0.08
-1.893e+01,0.16,0.24
-1.892e+01,-0.16,-0.16
-1.891e+01,0.16,0.24
-1.890e+01,-0.16,-0.08
-1.889e+01,0.16,0.24
-1.888e+01,-0.16,-0.08
-1.887e+01,0.08,0.24
-1.886e+01,-0.16,-0.08
-1.885e+01,0.16,0.24
-1.884e+01,-0.16,-0.16
-1.883e+01,0.08,0.24
-1.882e+01,-0.16,-0.08
-1.881e+01,0.08,0.24
-1.880e+01,-0.16,-0.16
-1.879e+01,0.08,0.24
-1.878e+01,-0.16,-0.16
-1.877e+01,0.16,0.24
-1.876e+01,-0.16,-0.16
-1.875e+01,0.08,0.24
-1.874e+01,-0.16,-0.16
-1.873e+01,0.08,0.24
-1.872e+01,-0.16,-0.16
-1.871e+01,0.08,0.24
-1.870e+01,-0.16,-0.16
-1.869e+01,0.16,0.24
-1.868e+01,-0.16,-0.16
-1.867e+01,0.16,0.24
-1.866e+01,-0.16,-0.16
-1.865e+01,0.16,0.24
-1.864e+01,-0.24,-0.16
-1.863e+01,0.16,0.24
-1.862e+01,-0.16,-0.16
-1.861e+01,0.08,0.24
-1.860e+01,-0.16,-0.08
-1.859e+01,0.16,0.24
-1.858e+01,-0.16,-0.16
-1.857e+01,0.16,0.24
-1.856e+01,-0.16,-0.16
-1.855e+01,0.08,0.24
-1.854e+01,-0.16,-0.16
-1.853e+01,0.08,0.24
-1.852e+01,-0.24,-0.08
-1.851e+01,0.08,0.24
-1.850e+01,-0.16,-0.16
-1.849e+01,0.16,0.24
-1.848e+01,-0.16,-0.08
-1.847e+01,0.16,0.24
-1.846e+01,-0.16,-0.16
-1.845e+01,0.16,0.24
-1.844e+01,-0.16,-0.08
-1.843e+01,0.16,0.24
-1.842e+01,-0.16,-0.16
-1.841e+01,0.16,0.24
-1.840e+01,-0.24,-0.08
-1.839e+01,0.16,0.24
-1.838e+01,-0.16,-0.16
-1.837e+01,0.08,0.24
-1.836e+01,-0.16,-0.08
-1.835e+01,0.16,0.24
-1.834e+01,-0.16,-0.16
-1.833e+01,0.08,0.24
-1.832e+01,-0.16,-0.16
-1.831e+01,0.16,0.24
-1.830e+01,-0.16,-0.08
-1.829e+01,0.08,0.24
-1.828e+01,-0.16,-0.16
-1.827e+01,0.16,0.24
-1.826e+01,-0.16,-0.16
-1.825e+01,0.08,0.24
-1.824e+01,-0.16,-0.16
-1.823e+01,0.16,0.24
-1.822e+01,-0.24,-0.16
-1.821e+01,0.08,0.24
-1.820e+01,-0.16,-0.16
-1.819e+01,0.08,0.24
-1.818e+01,-0.16,-0.08
-1.817e+01,0.08,0.24
-1.816e+01,-0.24,-0.16
-1.815e+01,0.08,0.24
-1.814e+01,-0.24,-0.16
-1.813e+01,0.16,0.24
-1.812e+01,-0.16,-0.16
-1.811e+01,0.16,0.24
-1.810e+01,-0.16,-0.16
-1.809e+01,0.08,0.24
-1.808e+01,-0.16,-0.16
-1.807e+01,0.08,0.24
-1.806e+01,-0.24,-0.16
-1.805e+01,0.16,0.24
-1.804e+01,-0.16,-0.16
-1.803e+01,0.08,0.24
-1.802e+01,-0.16,-0.08
-1.801e+01,0.16,0.24
-1.800e+01,-0.24,-0.16
-1.799e+01,0.08,0.24
-1.798e+01,-0.16,-0.16
-1.797e+01,0.16,0.24
-1.796e+01,-0.16,-0.16
-1.795e+01,0.16,0.24
-1.794e+01,-0.16,-0.16
-1.793e+01,0.08,0.24
-1.792e+01,-0.16,-0.16
-1.791e+01,0.16,0.24
-1.790e+01,-0.16,-0.16
-1.789e+01,0.16,0.24
-1.788e+01,-0.16,-0.08
-1.787e+01,0.16,0.24
-1.786e+01,-0.16,-0.08
-1.785e+01,0.08,0.24
-1.784e+01,-0.16,-0.16
-1.783e+01,0.08,0.24
-1.782e+01,-0.16,-0.16
-1.781e+01,0.08,0.24
-1.780e+01,-0.16,-0.16
-1.779e+01,0.08,0.24
-1.778e+01,-0.16,-0.08
-1.777e+01,0.08,0.24
-1.776e+01,-0.24,-0.16
-1.775e+01,0.16,0.24
-1.774e+01,-0.24,-0.16
-1.773e+01,0.16,0.24
